region_1,timestep_3,technology_3,parameter,value
DE,h0073,reservoir,stInflow,0.111021194
DE,h0074,reservoir,stInflow,0.111021194
DE,h0075,reservoir,stInflow,0.111021194
DE,h0076,reservoir,stInflow,0.111021194
DE,h0077,reservoir,stInflow,0.111021194
DE,h0078,reservoir,stInflow,0.111021194
DE,h0079,reservoir,stInflow,0.111021194
DE,h0080,reservoir,stInflow,0.111021194
DE,h0081,reservoir,stInflow,0.111021194
DE,h0082,reservoir,stInflow,0.111021194
DE,h0083,reservoir,stInflow,0.111021194
DE,h0084,reservoir,stInflow,0.111021194
DE,h0085,reservoir,stInflow,0.111021194
DE,h0086,reservoir,stInflow,0.111021194
DE,h0087,reservoir,stInflow,0.111021194
DE,h0088,reservoir,stInflow,0.111021194
DE,h0089,reservoir,stInflow,0.111021194
DE,h0090,reservoir,stInflow,0.111021194
DE,h0091,reservoir,stInflow,0.111021194
DE,h0092,reservoir,stInflow,0.111021194
DE,h0093,reservoir,stInflow,0.111021194
DE,h0094,reservoir,stInflow,0.111021194
DE,h0095,reservoir,stInflow,0.111021194
DE,h0096,reservoir,stInflow,0.111021194
FR,h0001,reservoir,stInflow,2.023363513
FR,h0002,reservoir,stInflow,2.023363513
FR,h0003,reservoir,stInflow,2.023363513
FR,h0004,reservoir,stInflow,2.023363513
FR,h0005,reservoir,stInflow,2.023363513
FR,h0006,reservoir,stInflow,2.023363513
FR,h0007,reservoir,stInflow,2.023363513
FR,h0008,reservoir,stInflow,2.023363513
FR,h0009,reservoir,stInflow,2.023363513
FR,h0010,reservoir,stInflow,2.023363513
FR,h0011,reservoir,stInflow,2.023363513
FR,h0012,reservoir,stInflow,2.023363513
FR,h0013,reservoir,stInflow,2.023363513
FR,h0014,reservoir,stInflow,2.023363513
FR,h0015,reservoir,stInflow,2.023363513
FR,h0016,reservoir,stInflow,2.023363513
FR,h0017,reservoir,stInflow,2.023363513
FR,h0018,reservoir,stInflow,2.023363513
FR,h0019,reservoir,stInflow,2.023363513
FR,h0020,reservoir,stInflow,2.023363513
FR,h0021,reservoir,stInflow,2.023363513
FR,h0022,reservoir,stInflow,2.023363513
FR,h0023,reservoir,stInflow,2.023363513
FR,h0024,reservoir,stInflow,2.023363513
FR,h0025,reservoir,stInflow,2.023363513
FR,h0026,reservoir,stInflow,2.023363513
FR,h0027,reservoir,stInflow,2.023363513
FR,h0028,reservoir,stInflow,2.023363513
FR,h0029,reservoir,stInflow,2.023363513
FR,h0030,reservoir,stInflow,2.023363513
FR,h0031,reservoir,stInflow,2.023363513
FR,h0032,reservoir,stInflow,2.023363513
FR,h0033,reservoir,stInflow,2.023363513
FR,h0034,reservoir,stInflow,2.023363513
FR,h0035,reservoir,stInflow,2.023363513
FR,h0036,reservoir,stInflow,2.023363513
FR,h0037,reservoir,stInflow,2.023363513
FR,h0038,reservoir,stInflow,2.023363513
FR,h0039,reservoir,stInflow,2.023363513
FR,h0040,reservoir,stInflow,2.023363513
FR,h0041,reservoir,stInflow,2.023363513
FR,h0042,reservoir,stInflow,2.023363513
FR,h0043,reservoir,stInflow,2.023363513
FR,h0044,reservoir,stInflow,2.023363513
FR,h0045,reservoir,stInflow,2.023363513
FR,h0046,reservoir,stInflow,2.023363513
FR,h0047,reservoir,stInflow,2.023363513
FR,h0048,reservoir,stInflow,2.023363513
FR,h0049,reservoir,stInflow,2.023363513
FR,h0050,reservoir,stInflow,2.023363513
FR,h0051,reservoir,stInflow,2.023363513
FR,h0052,reservoir,stInflow,2.023363513
FR,h0053,reservoir,stInflow,2.023363513
FR,h0054,reservoir,stInflow,2.023363513
FR,h0055,reservoir,stInflow,2.023363513
FR,h0056,reservoir,stInflow,2.023363513
FR,h0057,reservoir,stInflow,2.023363513
FR,h0058,reservoir,stInflow,2.023363513
FR,h0059,reservoir,stInflow,2.023363513
FR,h0060,reservoir,stInflow,2.023363513
FR,h0061,reservoir,stInflow,2.023363513
FR,h0062,reservoir,stInflow,2.023363513
FR,h0063,reservoir,stInflow,2.023363513
FR,h0064,reservoir,stInflow,2.023363513
FR,h0065,reservoir,stInflow,2.023363513
FR,h0066,reservoir,stInflow,2.023363513
FR,h0067,reservoir,stInflow,2.023363513
FR,h0068,reservoir,stInflow,2.023363513
FR,h0069,reservoir,stInflow,2.023363513
FR,h0070,reservoir,stInflow,2.023363513
FR,h0071,reservoir,stInflow,2.023363513
FR,h0072,reservoir,stInflow,2.023363513
FR,h0073,reservoir,stInflow,2.023363513
FR,h0074,reservoir,stInflow,2.023363513
FR,h0075,reservoir,stInflow,2.023363513
FR,h0076,reservoir,stInflow,2.023363513
FR,h0077,reservoir,stInflow,2.023363513
FR,h0078,reservoir,stInflow,2.023363513
FR,h0079,reservoir,stInflow,2.023363513
FR,h0080,reservoir,stInflow,2.023363513
FR,h0081,reservoir,stInflow,2.023363513
FR,h0082,reservoir,stInflow,2.023363513
FR,h0083,reservoir,stInflow,2.023363513
FR,h0084,reservoir,stInflow,2.023363513
FR,h0085,reservoir,stInflow,2.023363513
FR,h0086,reservoir,stInflow,2.023363513
FR,h0087,reservoir,stInflow,2.023363513
FR,h0088,reservoir,stInflow,2.023363513
FR,h0089,reservoir,stInflow,2.023363513
FR,h0090,reservoir,stInflow,2.023363513
FR,h0091,reservoir,stInflow,2.023363513
FR,h0092,reservoir,stInflow,2.023363513
FR,h0093,reservoir,stInflow,2.023363513
FR,h0094,reservoir,stInflow,2.023363513
FR,h0095,reservoir,stInflow,2.023363513
FR,h0096,reservoir,stInflow,2.023363513
